astro_sign,title,link,image,Theme,Style Number,Colour,Swing Tag Generation,Tush Tag Generation,Birthday,Release Date,Release Year,Retirement Date,Animal,Subtheme,Size
Scorpio,Freeze the Penguin,https://beaniepedia.com/beanies/beanie-boos/freeze-the-penguin/,https://beaniepedia.com/beanies/files/2015/09/freezeboo-1-1000x1000.jpg,Beanie Boos,36172,Black,4,C1,17 November,01/09/2015,2015,-,Penguin,None,"6"""
Pisces,Fluffy the Lion,https://beaniepedia.com/beanies/beanie-boos/fluffy-the-lion/,https://beaniepedia.com/beanies/files/2015/09/fluffyboo-1.jpg,Beanie Boos,36132,Pink,4,C1,23 February,01/07/2014,2014,06/05/2015,Lion,None,"6"""
Aries,Flora the Skunk,https://beaniepedia.com/beanies/beanie-boos/flora-the-skunk/,https://beaniepedia.com/beanies/files/2015/09/floraboo-1.jpg,Beanie Boos,36155,Black,4,C1,06 April,01/04/2015,2015,-,Skunk,None,"6"""
Virgo,Fiona the Cat (Key Clip),https://beaniepedia.com/beanies/beanie-boos/fiona-the-cat-key-clip/,https://beaniepedia.com/beanies/files/2015/09/fionabookey-1.jpg,Beanie Boos,41128,Mixed,4,C1,31 August,01/07/2014,2014,-,Cat,None,N/A
Virgo,Fiona the Cat (Large),https://beaniepedia.com/beanies/beanie-boos/fiona-the-cat-large/,https://beaniepedia.com/beanies/files/2015/09/fionaboo-1.jpg,Beanie Boos,41131,Mixed,4,C1,31 August,01/07/2014,2014,-,Cat,None,"16"""
Virgo,Fiona the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/fiona-the-cat-medium/,https://beaniepedia.com/beanies/files/2015/09/fionaboo-2.jpg,Beanie Boos,41130,Mixed,4,C1,31 August,01/10/2014,2014,-,Cat,None,"9"""
Virgo,Fiona the Cat,https://beaniepedia.com/beanies/beanie-boos/fiona-the-cat/,https://beaniepedia.com/beanies/files/2015/09/fionaboo-3.jpg,Beanie Boos,41129,Mixed,4,C1,31 August,01/07/2014,2014,-,Cat,None,"6"""
Taurus,Fantasia the Unicorn (Key Clip),https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn-key-clip/,https://beaniepedia.com/beanies/files/2015/09/fantasiabookey-1.jpg,Beanie Boos,36619,Pink,4,C1,08 May,01/04/2015,2015,-,Unicorn,None,N/A
Taurus,Fantasia the Unicorn (Large),https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn-large/,https://beaniepedia.com/beanies/files/2015/09/fantasiabooxl-1.jpg,Beanie Boos,36819,Pink,4,C1,08 May,01/04/2015,2015,-,Unicorn,None,"16"""
Taurus,Fantasia the Unicorn (Medium),https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn-medium/,https://beaniepedia.com/beanies/files/2015/09/fantasiaboobuddy-1-1000x1000.jpg,Beanie Boos,36158,Pink,4,C1,08 May,01/04/2015,2015,-,Unicorn,None,"9"""
Taurus,Fantasia the Unicorn,https://beaniepedia.com/beanies/beanie-boos/fantasia-the-unicorn/,https://beaniepedia.com/beanies/files/2015/09/fantasiaboo-1.jpg,Beanie Boos,36158,Pink,4,C1,08 May,01/04/2015,2015,-,Unicorn,None,"6"""
Capricorn,Lola (Key Clip),https://beaniepedia.com/beanies/frizzys/lola-key-clip/,https://beaniepedia.com/beanies/files/2015/09/lolakeyclip-1.jpg,Frizzys,37329,Purple,1,C1,15 January,30/12/2014,2014,-,Monster,None,N/A
Capricorn,Lola (Large),https://beaniepedia.com/beanies/frizzys/lola-large/,https://beaniepedia.com/beanies/files/2015/09/lolabooxl-1.jpg,Frizzys,37829,Purple,1,C1,15 January,30/12/2014,2014,-,Monster,None,"16"""
Libra,Elfie the Elephant (Large),https://beaniepedia.com/beanies/beanie-boos/elfie-the-elephant-large/,https://beaniepedia.com/beanies/files/2015/09/elfiebooxl-1.jpg,Beanie Boos,36820,Mixed,4,C1,18 October,01/06/2015,2015,-,Elephant,None,"16"""
Libra,Elfie the Elephant,https://beaniepedia.com/beanies/beanie-boos/elfie-the-elephant/,https://beaniepedia.com/beanies/files/2015/09/elfieboo2-1.jpg,Beanie Boos,36139,Mixed,4,C1,18 October,01/11/2014,2014,-,Elephant,None,"6"""
Taurus,Duke the Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/duke-the-dog-medium/,https://beaniepedia.com/beanies/files/2015/09/dukeboo-1-1000x1000.jpg,Beanie Boos,37012,Brown,4,C1,20 May,01/07/2014,2014,-,Dog,None,"9"""
Taurus,Duke the Dog,https://beaniepedia.com/beanies/beanie-boos/duke-the-dog/,https://beaniepedia.com/beanies/files/2015/09/dukeboo-2-1000x1000.jpg,Beanie Boos,36125,Brown,4,C1,20 May,01/07/2014,2014,-,Dog,None,"6"""
Sagittarius,Dougie the Dog,https://beaniepedia.com/beanies/beanie-boos/dougie-the-dog/,https://beaniepedia.com/beanies/files/2015/09/dougieboo-1.jpg,Beanie Boos,36191,Brown,4,C1,20 December,01/07/2015,2015,-,Dog,None,"6"""
Gemini,Dill the Dog,https://beaniepedia.com/beanies/beanie-boos/dill-the-dog/,https://beaniepedia.com/beanies/files/2015/09/dillboo1-1.jpg,Beanie Boos,36194,Green,4,C1,20 June,01/07/2015,2015,-,Dog,None,"6"""
Aquarius,Darlin the Dog,https://beaniepedia.com/beanies/beanie-boos/darlin-the-dog/,https://beaniepedia.com/beanies/files/2015/09/darlinboo-1.jpg,Beanie Boos,36102,White,4,6,10 February,01/07/2013,2013,05/05/2014,Dog,None,"6"""
Aquarius,Daria the Sheep (Medium),https://beaniepedia.com/beanies/beanie-boos/daria-the-sheep-medium/,https://beaniepedia.com/beanies/files/2015/09/dariaboo-1.jpg,Beanie Boos,36999,White,4,-,18 February 2015,01/08/2014,2014,-,Sheep,None,"9"""
Aquarius,Daria the Sheep,https://beaniepedia.com/beanies/beanie-boos/daria-the-sheep/,https://beaniepedia.com/beanies/files/2015/09/dariaboo-2.jpg,Beanie Boos,36028,White,4,-,18 February 2015,01/08/2014,2014,-,Sheep,None,"6"""
Aries,Darci the Giraffe (Key Clip),https://beaniepedia.com/beanies/beanie-boos/darci-the-giraffe-key-clip/,https://beaniepedia.com/beanies/files/2015/09/darcibookey-1.jpg,Beanie Boos,41132,Yellow,4,C1,16 April,01/08/2014,2014,-,Giraffe,None,N/A
Cancer,Grimm the Ghost,https://beaniepedia.com/beanies/beanie-boos/grimm-the-ghost/,https://beaniepedia.com/beanies/files/2015/09/grimmboo-1.jpg,Beanie Boos,41127,Black,4,C1,14 July,01/07/2015,2015,-,Ghost,Halloween,"6"""
Virgo,Igor the Bat,https://beaniepedia.com/beanies/beanie-boos/igor-the-bat/,https://beaniepedia.com/beanies/files/2015/09/igorboo-1.jpg,Beanie Boos,41200,Black,4,C1,07 September,01/07/2015,2015,-,Bat,Halloween,"6"""
Libra,Frights the Cat (Medium),https://beaniepedia.com/beanies/beanie-boos/frights-the-cat-medium/,https://beaniepedia.com/beanies/files/2015/09/frightsboo-1.jpg,Beanie Boos,37056,Black,4,C1,19 October,01/07/2015,2015,-,Cat,Halloween,"9"""
Libra,Frights the Cat,https://beaniepedia.com/beanies/beanie-boos/frights-the-cat/,https://beaniepedia.com/beanies/files/2015/09/frightsboo-2.jpg,Beanie Boos,41121,Black,4,C1,19 October,01/07/2015,2015,-,Cat,Halloween,"6"""
ERROR,Spooky the Skeleton &#8211; 2013,https://beaniepedia.com/beanies/beanie-ballz/spooky-the-skeleton-2013/,https://beaniepedia.com/beanies/files/2015/09/spooky2013ballz-1.jpg,Beanie Ballz,38236,Black,4,-,None,01/09/2013,2013,-,Skeleton,Halloween,"4"""
Scorpio,Spooky the Skeleton &#8211; 2012,https://beaniepedia.com/beanies/beanie-ballz/spooky-the-skeleton/,https://beaniepedia.com/beanies/files/2015/09/spookyballz1-1.jpg,Beanie Ballz,38034,N/A,3,-,29 October,01/07/2012,2012,08/08/2012,Skeleton,Halloween,"4.5"""
ERROR,Hello Kitty &#8211; Bat,https://beaniepedia.com/beanies/beanie-babies/hello-kitty-bat/,https://beaniepedia.com/beanies/files/2015/09/hellokittybat-1.jpg,Beanie Babies,41107,Black,19,C1,None,01/07/2014,2014,15/10/2014,Cat,Halloween,"6"""
Leo,Treats the Ghost,https://beaniepedia.com/beanies/beanie-boos/treats-the-ghost/,https://beaniepedia.com/beanies/files/2015/09/treatsboo-1.jpg,Beanie Boos,41201,Black,4,C1,01 August,01/07/2015,2015,-,Ghost,Halloween,"6"""
Capricorn,Midnight the Owl (Medium),https://beaniepedia.com/beanies/beanie-boos/midnight-the-owl-medium/,https://beaniepedia.com/beanies/files/2015/09/midnightowlboo-1.jpg,Beanie Boos,37030,Black,4,C1,15 January,01/07/2015,2015,-,Owl,Halloween,"9"""
Capricorn,Midnight the Owl,https://beaniepedia.com/beanies/beanie-boos/midnight-the-owl/,https://beaniepedia.com/beanies/files/2015/09/midnightowlboo-2.jpg,Beanie Boos,41126,Black,4,C1,15 January,01/07/2015,2015,-,Owl,Halloween,"6"""
Aries,Darci the Giraffe (Large),https://beaniepedia.com/beanies/beanie-boos/darci-the-giraffe-large/,https://beaniepedia.com/beanies/files/2015/09/darcibooxl-1.jpg,Beanie Boos,41135,Yellow,4,C1,16 April,01/07/2014,2014,-,Giraffe,None,"16"""
Aries,Darci the Giraffe (Medium),https://beaniepedia.com/beanies/beanie-boos/darci-the-giraffe-medium/,https://beaniepedia.com/beanies/files/2015/09/darciboo-1.jpg,Beanie Boos,41134,Yellow,4,C1,16 April,01/10/2014,2014,-,Giraffe,None,"9"""
Aries,Darci the Giraffe,https://beaniepedia.com/beanies/beanie-boos/darci-the-giraffe/,https://beaniepedia.com/beanies/files/2015/09/darciboo-2.jpg,Beanie Boos,41133,Yellow,4,C1,16 April,01/07/2014,2014,-,Giraffe,None,"6"""
Capricorn,Dandelion the Chihuahua,https://beaniepedia.com/beanies/beanie-boos/dandelion-the-chihuahua/,https://beaniepedia.com/beanies/files/2015/09/dandelionboo-1.jpg,Beanie Boos,36152,Yellow,4,C1,10 January,01/01/2015,2015,-,Dog,None,"6"""
ERROR,Sven the Reindeer,https://beaniepedia.com/beanies/beanie-babies/sven-the-reindeer/,https://beaniepedia.com/beanies/files/2015/09/sven-1.jpg,Beanie Babies,41151,Brown,DS2,C1,None,01/11/2014,2014,-,Reindeer,None,"8"""
ERROR,Olaf the Snowman,https://beaniepedia.com/beanies/beanie-babies/olaf-the-snowman/,https://beaniepedia.com/beanies/files/2015/09/olaf-1.jpg,Beanie Babies,41147,White,19,C1,None,01/07/2014,2014,-,Snowman,None,"8"""
Gemini,Dakota the Chihuahua (Medium),https://beaniepedia.com/beanies/beanie-boos/dakota-the-chihuahua-medium/,https://beaniepedia.com/beanies/files/2015/09/dakotaboo1-1.jpg,Beanie Boos,36401,Pink,4,C1,13 June,01/03/2015,2015,-,Dog,None,"9"""
Gemini,Dakota the Chihuahua,https://beaniepedia.com/beanies/beanie-boos/dakota-the-chihuahua-2/,https://beaniepedia.com/beanies/files/2015/09/dakotaboo1-2.jpg,Beanie Boos,36166,Pink,4,C1,13 June,01/05/2015,2015,-,Dog,None,"6"""
Aquarius,Cookie the Dog &#8211; Valentine&#8217;s 2012 Ty Rep Sample (Key Clip),https://beaniepedia.com/beanies/beanie-boos/cookie-the-dog-valentines-2012-ty-rep-sample-key-clip/,https://beaniepedia.com/beanies/files/2015/09/cookieheartbookey-1.jpg,Beanie Boos,36537,Brown,-,-,02 February,-,-,-,Dog,None,N/A
Aquarius,Cookie the Dog &#8211; Valentine&#8217;s 2012 Ty Rep Sample (Medium),https://beaniepedia.com/beanies/beanie-boos/cookie-the-dog-valentines-2012-ty-rep-sample-medium/,https://beaniepedia.com/beanies/files/2015/09/cookieheartboo-1.jpg,Beanie Boos,36957,Brown,-,-,02 February,-,-,-,Dog,None,"9"""
Aquarius,Cookie the Dog &#8211; Valentine&#8217;s 2012 Ty Rep Sample,https://beaniepedia.com/beanies/beanie-boos/cookie-the-dog-valentines-2012-ty-rep-sample/,https://beaniepedia.com/beanies/files/2015/09/cookieheartboo-2.jpg,Beanie Boos,36057,Brown,-,-,02 February,-,-,-,Dog,None,"6"""
Leo,Cookie the Dog &#8211; Pink and White (Large),https://beaniepedia.com/beanies/beanie-boos/cookie-the-dog-pink-and-white-large-2/,https://beaniepedia.com/beanies/files/2015/09/cookiepinkboobuddy-1.jpg,Beanie Boos,36968,Pink,3,-,02 August,01/01/2013,2013,-,Dog,None,"16"""
Leo,Coconut the Monkey (Extra Large),https://beaniepedia.com/beanies/beanie-boos/coconut-the-monkey-extra-large-2/,https://beaniepedia.com/beanies/files/2015/09/coconutbooxl-1.jpg,Beanie Boos,36746,Brown,4,6,27 July,01/10/2014,2014,-,Monkey,None,"25"""
Aries,Chloe the Dalmatian (Large),https://beaniepedia.com/beanies/beanie-boos/chloe-the-dalmatian-large/,https://beaniepedia.com/beanies/files/2015/09/chloebooxl-1.jpg,Beanie Boos,36737,White,4,C1,11 April,01/01/2015,2015,-,Dog,None,"16"""
Aries,Chloe the Dalmatian,https://beaniepedia.com/beanies/beanie-boos/chloe-the-dalmatian/,https://beaniepedia.com/beanies/files/2015/09/chloeboo-1.jpg,Beanie Boos,36725,White,4,6,11 April,01/10/2013,2013,-,N/A,None,"6"""
Libra,Cinder the Dragon (Key Clip),https://beaniepedia.com/beanies/beanie-boos/cinder-the-dragon-key-clip/,https://beaniepedia.com/beanies/files/2015/09/cinderbookey-1.jpg,Beanie Boos,36637,Green,4,C1,02 October,01/07/2015,2015,-,Dragon,None,N/A
Libra,Cinder the Dragon (Medium),https://beaniepedia.com/beanies/beanie-boos/cinder-the-dragon-medium/,https://beaniepedia.com/beanies/files/2015/09/cinderboo-1.jpg,Beanie Boos,37052,Green,4,C1,02 October,01/07/2015,2015,-,Dragon,None,"9"""
Libra,Cinder the Dragon,https://beaniepedia.com/beanies/beanie-boos/cinder-the-dragon/,https://beaniepedia.com/beanies/files/2015/09/cinderboo-2.jpg,Beanie Boos,36186,Green,4,C1,02 October,01/07/2015,2015,-,Dragon,None,"6"""
Capricorn,Chillz the Penguin,https://beaniepedia.com/beanies/beanie-boos/chillz-the-penguin/,https://beaniepedia.com/beanies/files/2015/09/chillzboo-1.jpg,Beanie Boos,36710,Pink,3,3,10 January,01/10/2013,2013,-,Penguin,None,"6"""
Gemini,Zig-Zag the Zebra,https://beaniepedia.com/beanies/beanie-boos/zig-zag-the-zebra/,https://beaniepedia.com/beanies/files/2015/09/zigzagboo-1-1000x1000.jpg,Beanie Boos,36036,White,2 3 2004,2 3,14 June,01/01/2011,2011,04/05/2015,Zebra,None,"6"""
Virgo,Crawly the Spider &#8211; Purple,https://beaniepedia.com/beanies/beanie-boos/crawly-the-spider-purple/,https://beaniepedia.com/beanies/files/2015/09/crawlypurpleboo-1.jpg,Beanie Boos,41110,Purple,4,C1,21 September,01/07/2014,2014,28/10/2014,Spider,None,"6"""
Virgo,Crawly the Spider &#8211; Black,https://beaniepedia.com/beanies/beanie-boos/crawly-the-spider-black/,https://beaniepedia.com/beanies/files/2015/09/crawlyblackboo-1.jpg,Beanie Boos,41110,Black,4,C1,21 September,01/07/2014,2014,28/10/2014,Spider,None,"6"""
Pisces,Charming the Monkey (Medium),https://beaniepedia.com/beanies/beanie-boos/charming-the-monkey-medium/,https://beaniepedia.com/beanies/files/2015/09/charmingboo-1.jpg,Beanie Boos,36944,Red,4,6,26 February,01/07/2013,2013,10/01/2014,Monkey,None,"9"""
Pisces,Charming the Monkey,https://beaniepedia.com/beanies/beanie-boos/charming-the-monkey/,https://beaniepedia.com/beanies/files/2015/09/charmingboo-2.jpg,Beanie Boos,36104,Red,4,4 5,26 February,01/07/2013,2013,08/07/2014,Monkey,None,"6"""
Taurus,Cancun the Chihuahua (Extra Large),https://beaniepedia.com/beanies/beanie-boos/cancun-the-chihuahua-extra-large/,https://beaniepedia.com/beanies/files/2015/09/cancunbooxl-1-1000x1000.jpg,Beanie Boos,36745,Pink,4,6,30 April,01/09/2014,2014,-,Dog,None,"32"""
Virgo,Buckwheat the Lynx (Key Clip),https://beaniepedia.com/beanies/beanie-boos/buckwheat-the-lynx-key-clip/,https://beaniepedia.com/beanies/files/2015/09/buckwheatbookey-1.jpg,Beanie Boos,36635,Brown,4,C1,14 September,01/07/2015,2015,-,Lynx,None,N/A
Virgo,Buckwheat the Lynx (Medium),https://beaniepedia.com/beanies/beanie-boos/buckwheat-the-lynx-medium/,https://beaniepedia.com/beanies/files/2015/09/buckwheatboo-1.jpg,Beanie Boos,37065,Brown,4,C1,14 September,01/07/2015,2015,-,Lynx,None,"9"""
Virgo,Buckwheat the Lynx,https://beaniepedia.com/beanies/beanie-boos/buckwheat-the-lynx/,https://beaniepedia.com/beanies/files/2015/09/buckwheatboo-2.jpg,Beanie Boos,36190,Brown,-,-,14 September,01/07/2015,2015,-,Lynx,None,"6"""
Capricorn,Lola (Medium),https://beaniepedia.com/beanies/frizzys/lola-medium-3/,https://beaniepedia.com/beanies/files/2015/09/lolaredesignfrizzy1-1-1000x1000.jpg,Frizzys,37529,Purple,1,C1,15 January,30/12/2014,2014,-,Monster,None,"9"""
Gemini,Oscar the Owl (Key Clip),https://beaniepedia.com/beanies/beanie-boos/oscar-the-owl-key-clip/,https://beaniepedia.com/beanies/files/2015/09/oscarbookey-1.jpg,Beanie Boos,36620,Blue,4,C1,10 June,30/12/2014,2014,-,Owl,None,N/A
Gemini,Oscar the Owl (Medium),https://beaniepedia.com/beanies/beanie-boos/oscar-the-owl-large/,https://beaniepedia.com/beanies/files/2015/09/oscarboo-1.jpg,Beanie Boos,37036,Blue,4,C1,10 June,30/12/2014,2014,-,Owl,None,N/A
Gemini,Oscar the Owl,https://beaniepedia.com/beanies/beanie-boos/oscar-the-owl/,https://beaniepedia.com/beanies/files/2015/09/oscarboo-2.jpg,Beanie Boos,36148,Blue,4,C1,10 June,30/12/2014,2014,-,Owl,None,"6"""
Virgo,Brutus the Dog (Key Clip),https://beaniepedia.com/beanies/beanie-boos/brutus-the-dog-key-clip/,https://beaniepedia.com/beanies/files/2015/09/brutusbookey-1.jpg,Beanie Boos,36636,Brown,-,-,02 September 2015,28/07/2015,2015,-,Dog,None,N/A
Virgo,Brutus the Dog (Medium),https://beaniepedia.com/beanies/beanie-boos/brutus-the-dog-large/,https://beaniepedia.com/beanies/files/2015/09/brutusboo-1.jpg,Beanie Boos,37053,Brown,-,-,02 September 2015,28/07/2015,2015,-,Dog,None,"9"""
Virgo,Brutus the Dog,https://beaniepedia.com/beanies/beanie-boos/brutus-the-dog/,https://beaniepedia.com/beanies/files/2015/09/brutusboo-2.jpg,Beanie Boos,36188,Brown,-,-,02 September 2015,28/07/2015,2015,-,Dog,None,"6"""
Aquarius,Boris the Monkey (Key Clip),https://beaniepedia.com/beanies/beanie-boos/boris-the-monkey-key-clip/,https://beaniepedia.com/beanies/files/2015/09/borisbookey-1.jpg,Beanie Boos,36629,Brown,-,-,15 February 2015,01/09/2015,2015,-,Monkey,None,N/A
Aquarius,Boris the Monkey,https://beaniepedia.com/beanies/beanie-boos/boris-the-monkey/,https://beaniepedia.com/beanies/files/2015/09/borisboo-1.jpg,Beanie Boos,36182,Brown,-,-,15 February 2015,01/09/2015,2015,-,Monkey,None,"6"""
Taurus,Slick the Fox (Key Clip),https://beaniepedia.com/beanies/beanie-boos/slick-the-fox-key-clip/,https://beaniepedia.com/beanies/files/2015/09/slickbookey-1.jpg,Beanie Boos,36613,Brown,4,C1,01 May,30/12/2014,2014,-,Fox,None,N/A
Taurus,Slick the Fox (Medium),https://beaniepedia.com/beanies/beanie-boos/slick-the-fox-large/,https://beaniepedia.com/beanies/files/2015/09/slickboo-1.jpg,Beanie Boos,37042,Brown,4,C1,01 May,30/12/2014,2014,-,Fox,None,"9"""
Taurus,Slick the Fox,https://beaniepedia.com/beanies/beanie-boos/slick-the-fox/,https://beaniepedia.com/beanies/files/2015/09/slickboo-2.jpg,Beanie Boos,36159,Brown,4,C1,01 May,30/12/2014,2014,-,Fox,None,"6"""
Aries,Bloom the Rabbit (Medium),https://beaniepedia.com/beanies/beanie-boos/bloom-the-rabbit-large/,https://beaniepedia.com/beanies/files/2015/09/bloomboo-1.jpg,Beanie Boos,39666,Mixed,4,C1,18 April,30/12/2014,2014,13/05/2015,Rabbit,None,"9"""
Aries,Bloom the Rabbit,https://beaniepedia.com/beanies/beanie-boos/bloom-the-rabbit/,https://beaniepedia.com/beanies/files/2015/09/bloomboo-2.jpg,Beanie Boos,36127,Mixed,4,C1,18 April,30/12/2014,2014,13/05/2015,Rabbit,None,"6"""
Virgo,Barley the Dog,https://beaniepedia.com/beanies/beanie-boos/barley-the-dog/,https://beaniepedia.com/beanies/files/2015/09/barleyboo-1.png,Beanie Boos,36193,Brown,4,C1,24 August 2015,10/09/2015,2015,-,Dog,None,"6"""
Virgo,Audrey the Monkey (Key Clip),https://beaniepedia.com/beanies/beanie-boos/audrey-the-monkey-key-clip/,https://beaniepedia.com/beanies/files/2015/09/audreybookey-1.jpg,Beanie Boos,36628,Brown,4,C1,14 September,01/09/2015,2015,-,Monkey,None,N/A
Virgo,Audrey the Monkey,https://beaniepedia.com/beanies/beanie-boos/audrey-the-monkey/,https://beaniepedia.com/beanies/files/2015/09/audreyboo-1.png,Beanie Boos,36181,Brown,-,-,14 September,01/09/2015,2015,-,Monkey,None,"6"""
ERROR,Cecil the Lion,https://beaniepedia.com/beanies/beanie-babies/cecil-the-lion/,https://beaniepedia.com/beanies/files/2015/09/cecil-1.jpg,Beanie Babies,42133,Brown,19,C1,None,31/07/2015,2015,-,Lion,None,N/A
Capricorn,Lola (Redesign),https://beaniepedia.com/beanies/frizzys/lola-redesign/,https://beaniepedia.com/beanies/files/2015/09/lolaredesignfrizzy-1-1000x1000.jpg,Frizzys,37134,Purple,1,C1,15 January,01/01/2015,2015,-,Monster,None,N/A
Capricorn,Lola,https://beaniepedia.com/beanies/frizzys/lola-2/,https://beaniepedia.com/beanies/files/2015/09/lolafrizzy1-1.jpg,Frizzys,37134,Purple,1,C1,15 January,01/07/2014,2014,-,Monster,None,N/A
Taurus,Kink (Key Clip),https://beaniepedia.com/beanies/frizzys/kink-key-clip/,https://beaniepedia.com/beanies/files/2015/09/kinkkeyclipfrizzy-1.jpg,Frizzys,37330,Pink,1,C1,5 April,30/12/2014,2014,-,Monster,None,N/A
Taurus,Kink (Large),https://beaniepedia.com/beanies/frizzys/kink-large/,https://beaniepedia.com/beanies/files/2015/09/kinkfrizzy-1-1000x1000.jpg,Frizzys,37830,Pink,1,C1,5 April,30/12/2014,2014,-,Monster,None,N/A
Taurus,Kink,https://beaniepedia.com/beanies/frizzys/kink/,https://beaniepedia.com/beanies/files/2015/09/kinkfrizzy-2-1000x1000.jpg,Frizzys,37133,Pink,1,C1,5 April,01/07/2014,2014,-,Monster,None,N/A
Aries,Jips (Key Clip),https://beaniepedia.com/beanies/frizzys/jips-key-clip/,https://beaniepedia.com/beanies/files/2015/09/jipskeyclipfrizzy-1.png,Frizzys,37333,Black,1,C1,8 March,01/04/2015,2015,-,Monster,None,N/A
Aries,Jips (Large),https://beaniepedia.com/beanies/frizzys/jips-large/,https://beaniepedia.com/beanies/files/2015/09/jipsfrizzy-1.jpg,Frizzys,37532,Black,1,C1,8 March,01/04/2015,2015,-,Monster,None,N/A
Aries,Jips,https://beaniepedia.com/beanies/frizzys/jips/,https://beaniepedia.com/beanies/files/2015/09/jipsfrizzy-2.jpg,Frizzys,37137,Black,1,C1,8 March,01/04/2015,2015,-,Monster,None,N/A
Virgo,Fang (Key Clip),https://beaniepedia.com/beanies/frizzys/fang-key-clip/,https://beaniepedia.com/beanies/files/2015/09/fangkeyclipfrizzy-1.jpg,Frizzys,37331,Blue,1,C1,19 September 2014,30/12/2014,2014,-,Monster,None,N/A
Virgo,Fang (Large),https://beaniepedia.com/beanies/frizzys/fang-large/,https://beaniepedia.com/beanies/files/2015/09/fangfrizzybig-1.jpg,Frizzys,37531,Blue,1,C1,19 September 2014,-,-,30/12/2014,Monster,None,N/A
Virgo,Fang,https://beaniepedia.com/beanies/frizzys/fang/,https://beaniepedia.com/beanies/files/2015/09/fangfrizzy-1-1000x1000.jpg,Frizzys,37132,Blue,1,C1,19 September 2014,01/07/2014,2014,-,Monster,None,N/A
Aquarius,Asia the Tiger,https://beaniepedia.com/beanies/beanie-boos/asia-the-tiger-2/,https://beaniepedia.com/beanies/files/2015/09/asiaboo-1.jpg,Beanie Boos,36180,White,-,-,06 February 2015,-,-,-,Tiger,None,"6"""
Aquarius,Arsentiy the Sheep,https://beaniepedia.com/beanies/beanie-boos/arsentiy-the-sheep/,https://beaniepedia.com/beanies/files/2015/09/arsentiyboo-1.jpg,Beanie Boos,36023,White,4,-,18 February,01/08/2014,2014,-,Sheep,None,"6"""
Scorpio,Aria the Owl,https://beaniepedia.com/beanies/beanie-boos/aria-the-owl/,https://beaniepedia.com/beanies/files/2019/01/ariaboo.jpg,Beanie Boos,36163,Mixed,4,C1,15 November,07/04/2015,2015,-,Owl,None,"6"""
ERROR,Pups the Dog,https://beaniepedia.com/beanies/peek-a-boos/pups-the-dog/,https://beaniepedia.com/beanies/files/2015/09/pupspab-1.jpg,Peek-a-Boos,4,Brown,1,C1,None,01/07/2015,2015,-,Dog,None,N/A
ERROR,Uni the Unicorn,https://beaniepedia.com/beanies/peek-a-boos/uni-the-unicorn/,https://beaniepedia.com/beanies/files/2015/09/unipab-1.png,Peek-a-Boos,3,Pink,1,C1,None,01/07/2015,2015,-,Unicorn,None,N/A
ERROR,Penni the Penguin,https://beaniepedia.com/beanies/peek-a-boos/penni-the-penguin/,https://beaniepedia.com/beanies/files/2015/09/pennipab-1.jpg,Peek-a-Boos,1,Black,1,C1,None,01/07/2015,2015,-,Penguin,None,N/A
ERROR,Chimps the Monkey,https://beaniepedia.com/beanies/peek-a-boos/chimps-the-monkey/,https://beaniepedia.com/beanies/files/2015/09/chimpspab-1.png,Peek-a-Boos,2,Brown,1,C1,None,01/07/2015,2015,-,Monkey,None,N/A
Libra,Anabelle the Cat,https://beaniepedia.com/beanies/beanie-boos/anabelle-the-cat/,https://beaniepedia.com/beanies/files/2015/09/anabelleboo-1.jpg,Beanie Boos,36610,Yellow,4,C1,01 October,01/09/2014,2014,-,Cat,None,"6"""
Sagittarius,Cinta the Bear,https://beaniepedia.com/beanies/beanie-babies/cinta-the-bear/,https://beaniepedia.com/beanies/files/2014/07/cinta-1.jpg,Beanie Babies,46005,Purple,12,13,25 November 2003,09/02/2004,2004,15/03/2006,Bear,None,N/A
Taurus,Cinders the Bear,https://beaniepedia.com/beanies/beanie-babies/cinders-the-bear/,https://beaniepedia.com/beanies/files/2014/07/cinders-1.jpg,Beanie Babies,4295,Black,6 7,9,30 April 2000,24/06/2000,2000,09/05/2001,Bear,None,N/A
Scorpio,Chuckles the Hedgehog,https://beaniepedia.com/beanies/beanie-babies/chuckles-the-hedgehog/,https://beaniepedia.com/beanies/files/2014/07/chuckles-1.jpg,Beanie Babies,40172,Brown,13,13,23 October 2004,30/12/2004,2004,28/01/2005,Hedgehog,None,N/A
Gemini,Legend the Dragon,https://beaniepedia.com/beanies/beanie-babies/legend-the-dragon/,https://beaniepedia.com/beanies/files/2014/07/legend-1.jpg,Beanie Babies,41146,Red,19,C1,11 June 2014,01/07/2014,2014,-,Dragon,None,N/A
Sagittarius,Tabitha the Cat,https://beaniepedia.com/beanies/beanie-boos/tabitha-the-cat/,https://beaniepedia.com/beanies/files/2014/07/tabithaboo-1.jpg,Beanie Boos,36129,Orange,4,C1,17 December,01/07/2014,2014,13/06/2017,Cat,None,"6"""
